user_name,tweets
mukhtir ahmed khushk,پنجابي فوج پنجابي ڪاروباري ڌرين جي جنگ آھي
پاکستان کا آئین زندہ باد,"Quote Tweet
Atif Tauqeer
@atifthepoet
 · Oct 26
مسئلہ فقط جنرل باجوہ اور جنرل فیض حمید کا نہیں۔ان کی جگہ کوئی اور جرنیل ہوتا تو بھی حالات یہی ہوتے۔ مسئلہ فوج کے کاروباری مفادات اور ملک کا اقتدارِ اعلیٰ کسی صورت عوام کے حوالے نہ کرنے کا ہے۔
بہتر ہو گا کہ توانائی فوج کو بہ طور ادارہ سیاست اور کاروبار سے دور رکھنے پر خرچ کی جائے۔"
Civil supremacy,فوج کتنے ملکوں میں سیاست میں حصہ لیتی ہے؟
Touseef Malik,سر آخر فوج اتنی کمزوری کیوں دکھا رہی ہے.. یہ بیغرت قسم کا جو نورانی نے کل بولا اس حساب سے ابھی تک اسے جیل میں ہونا چاہیے تھا
waqar SULTAN,"Quote Tweet
Major Muhammad Arif TI(M) (Retd)
@marifthahim
 · Oct 25
پاکستان کی ترقی کی راہ میں  رکاوٹ کرپشن کے علاوہ مولوی صاحبان کا سیاست میں دخل ھے ۔ آپ دیکھ لیں جس اسلامی ملک نے ترقی کی ھے وھاں انہوں نے مولویوں کو مسجد تک محدود کر رکھا ھے ۔"
عُروسہ عظیم (Wearing A Mask),قوم محبت کرتی ہے اپنے لیے دشمن سے لڑنے والی فوج سے۔۔۔ قوم اپنے منتخب کردہ وزیر ِاعظم کو گرفتار کرنے والی فوج سے، آئین ِپاکستان کے تحت حلف اٹھانے کی خلاف ورزی کرکے سیاست کرنے والی فوج اور عوام کے ووٹوں پہ ڈاکے ڈالنے والی فوجوں سے محبت نہیں کرتے۔۔۔
s0nhri sn0w(ڈاکٹر سنیا),پہلے فوج دشمن تھے اب بغض نے ملک دشمن بھی بنا دیا
"𝕯𝖎𝖑𝖕𝖆𝖟𝖎𝖗
𝖒𝖚𝖌𝖍𝖆𝖑","Quote Tweet
Yasir Iqbal Khan
@YaSiR___kHaN
 · Oct 25
جنرل قمرجاویدباجوہ کا پاکستان کیلئےوژن سن کر اندازہ ہوتاہے کہ وہ پاکستان کواپنے پاؤں پہ کھڑا کرکے ایک طاقتور ملک کےطور پر دیکھنا چاہتاہے اسلئے نوازشریف اور بھارت مل کر قمرجاوید باجوہ کےخلاف نفرت پھیلا رہےہیں یہ دونوں قوتیں پاکستان کو کمزور ملک کےطور پر دیکھنا چاہتےہیں

#PakArmy"
Fasih Ahmad,ہاہاہا ، اس رینک نے ہی تو ملک کا بیڑا غرق کر دیا ہے، آئین شکنی کے وقت یہ سب یاد نہیں آتا، فوج نہیں چند صرف چند لوگوں کا ٹولہ جو اپنے آپ کو عقل کل سمجھتا ہے، اور اپنی حدود میں نہیں رہتا، بھاشن دینے آجاتے ہیں خود کو ٹھیک نہیں کرنا
سیلیکٹڈ,لگتا ہے بار بار اقتدار کے نشے نے دماغ خراب کر دیا ہے آپ کا،یہ بھی بتا دیں کہ وہاں فوج کو بھی اس کی اوقات کے مطابق رکھا گیا ہے، وہاں فوج کو جرآت نہیں ہوتی کسی کو غائب کرنے کی اور نہ مارشل لاء لگانے کی،وہاں فوج عام آدمی کو سلیوٹ کرتی ہے، اس پر حکمرانی نہیں کرتی، نہ ایسے خواب دیکھتی
AhSan Khan,"#اس ملاپ سے #پٹواری پیدا ہوتے ہیں جو #بعد میں
#پاک_فوج پر #بھونکتے ہیں "
مستانی,"غدار لوگوں کی پاکستان میں انداز کتی ثعداد ھو گی  حکومت اتنی کمزور ھے ان کو نانی یاد کروا دے

ان دو تین ھزار غداروں کو سمندر کے ایک جہاز میں بھر کر سمندر میں غرق کر سکتی ھے
نا مقدمہ نا عدالت نا جیل نا فوج۔ سیدھا سمندر غرق پھر سکون"
شہزاد,"Quote Tweet
Major Muhammad Arif TI(M) (Retd)
@marifthahim
 · Oct 25
پاکستان کی ترقی کی راہ میں  رکاوٹ کرپشن کے علاوہ مولوی صاحبان کا سیاست میں دخل ھے ۔ آپ دیکھ لیں جس اسلامی ملک نے ترقی کی ھے وھاں انہوں نے مولویوں کو مسجد تک محدود کر رکھا ھے ۔"
Omar Lodhi,نہی بھائی ابھی نہی فوج کسی وجہ سے چپ ہے آپ سمجھیں اس بات کو یہ 5th جنریشن وار کا دور ہے۔ فوج سو نہی رہی۔ یہ ضرور کسی وجہ سے چپ ہے انھوں نے پلین بنا کیا ہو گا کہ انھیں کیا کرنا ہے
Adnan Tayyab,آخر کب ہم ابھی تک بس مزاحمتی بیانات سے گزارا کر رہے کشمیری مر رہے مسلم دنیا کی بہترین فوج خاموش ہمارے آقا دو جہاں صلی اللّٰہ علیہ وسلم کی شان میں گستاخی پہ گستاخی اور بہترین فوج خاموش اور جب فوجیں خاموش ہوں اور اسلام کے مجاہد تلوار اٹھائیں تو یہ ہی لوگ پھر آپ سب کو دہشتگرد لگتے
آصف مسعود,"Quote Tweet
صحرانورد
@Aadiiroy
 · Oct 26
میں جنرل صاحب سےگزارش کروں گاکہ مجیب الرحمن کےبارےمیں جوبھی ڈاکیومنٹس ھیں وزارت دفاع کےپاس انکےبھارتی ایجنٹ ہونےکےان کوپبلک ڈاکومنٹ ڈکلئیرکردیاجائے پھرہم نتیجےپرپہنچیں گےکہ وہ بھارت کاایجنٹ تھایاعوام کا۔یہ کسی کومحب وطن سمجھتے نہیں ہیں جو بھی ان سےاختلاف کرےوہ غدارھے.افتخاراحمد"
"𝕯𝖎𝖑𝖕𝖆𝖟𝖎𝖗
𝖒𝖚𝖌𝖍𝖆𝖑","افسوس کی بات ہے 
دیکھ لو پاکستان کیسے ترقی کر سکتا ہے
پورا ملک کبھی فوج کی صلاحیتوں پر قربان کیا جاتا ہے اور کبھی سیاست دانوں کی کرپشن پر ،
لیکن موصوف فرماتے ہیں کہ #علماء کی دخل اندازی سے ملک ترقی نہیں کرتا نواز شریف مولوی دکھائی دیتا ہے تمہیں اندھے"
Imtiaz Ali,کنجر رنڈوے ایک باجوہ فوج نہیں پاکستانی عوام سب فوج ہے باجوہ آپ کا ساتھی ہے اس مہنگائی کرپشن  ڈالر ہر چیز کی تباہی کا
the logical indian,"Quote Tweet
Shefali Vaidya.
@ShefVaidya
 · Oct 26
Beautiful video by @prachyam7"
JAVED,میرا خیال ھے پاکستان اس وقت now are never صورتحال میں پھنس چکا ھے۔ فوج اگر اپنے آپ کو اکاونٹ ایبل کرتی ھے تو ملک آگے بڑھے گا ورنہ دس بیس سال مصری سٹائل میں چل کے انجام پزیر ھو جائے گا۔
frank simple,"Quote Tweet
Hina Parvez Butt
@hinaparvezbutt
 · Oct 25
#NewProfilePic"
حکیم بختیار خٹک,"پیارے پاکستانی فوج
ہماری اپ سے درخواست ہے کہ ایک ہی دفعہ میں پی ٹی ایم کے لیڈروں اور ورکرز کو اٹھا کر انڈیا بھیج دیں یا پھانسی دے کر ختم کریں یہ ہم غیور پختونوں کو بدنام کر رہے ہیں ہم ان سے بہت تنگ ہیں ان لوگوں کی وجہ سے پختونوں کو ولی خان، باچا خان کی طرح غدار مانا جاتا ہے"
رسانه فوج,"@Shadkami_hm
 
@Behesht_ns"
Zaheer Khan,پاک فوج زندہ باد
Imtiaz Ali,درست کہا  پاکستان  سب عوام فوج ہے خالی باجوہ فوج نہیں اگر اس عزاب عمران کا ساتھی باجوہ ہے تو استعفیٰ دے
Amin Khan Yousafzai,"خان صاحب مہنگائی بہت بڑھ چکی ہے اس میں میں ہمارے یہاں 15 کلو گھی پانچ ہزار روپے میں ہے ٹائیگر فورس میں بتائیں ای-کتابوں میں نہیں لا سکتی پاک فوج کو اس خدمت کا موقع دینا چاہیے تاکہ ملک میں مہنگائی ختم ہو سکے
آٹا 3500
چینی5400
چائے900 روپیہ کلو"
PrinZofPakistan,عدالتوں کو کردار ادا کرنا ہو گا۔ فوج اب یہ تو کبھی نہیں کہے گی کہ سیاستدان ہم پر مت بھونکیں۔ ملک دشمن بیانات نا دیں۔ فوج تو بس ایکشن لے گی، حکم مانے گی۔ اداروں کے خلاف زہر افشانی پر قانون موجود ہے۔ اب عدلیہ ملک دشمن عناصر کی سرپرستی بند کرے، ضانتیں دے کر فرار مت کروائے
Aamir Khan,"فوج کی بدولت سکھ کا سانس لینے کا کیا مطلب؟
فوج کا مقصد کیا ہوتا ہے؟
کیافوج صرف پاکستان میں ہے؟
امریکی فوج کیا کرتی ہے؟"
ANWARMAQSOODO1,"دلی دور است۔۔۔۔
کیا عمران خان اور ریاستی ادارے مزید تباہی کاانتظار کرتے رہیں گے؟
انڈیا اب پاکستان کے اندر داخل ہو گیا ہے۔پی ڈی ایم والے کھلم کھلا ریاست کے خلاف بغاوت کر رہے ہیں
اگر حکومت،عدلیہ اور فوج اب بھی غفلت کی نیند سوتی رہی گی تو پھر پاکستان کا اللّہ ہی حافظ ہے۔"
shaukat ali shah,بے شرمی کی انتہا۔ایسے تو ہندو بھی ہماری فوج کے خلاف نہیں بولتے۔ جیسے نواز بول رہا ہے۔
سرفراز,"Quote Tweet
Major Muhammad Arif TI(M) (Retd)
@marifthahim
 · Oct 25
پاکستان کی ترقی کی راہ میں  رکاوٹ کرپشن کے علاوہ مولوی صاحبان کا سیاست میں دخل ھے ۔ آپ دیکھ لیں جس اسلامی ملک نے ترقی کی ھے وھاں انہوں نے مولویوں کو مسجد تک محدود کر رکھا ھے ۔"
Dr Ahmad Goraya,تم حرام زادے لوگ ھو تمھارا صحیح علاج کبھی ھوا ھی نھی اسی لئے تم ھماری فوج کے خلاف بھونک رھے ھو اب عوام کو بھی سوچنا چاھئے کہ کن دو نمبروں کے پیچھے لگے ھیں ھم
Ayaz Shaheen,پاک فوج پاکستانیوں کی جان ہے
Malik Murad Khan,آج اگر گنجے پاپی چور بھگوڑےاور اس کی بھگوڑی چور 420 جھوٹی چھوکری کو اس کی چوریوں ،مہا کرپشن پہ NRO دےکر لندن بھاگنے کا موقع دے دیا جاۓ تو یہی فوج پہ بھونکنے والےکھوتا خورپھٹواری فوج پہ واہ واہ کریںگے
Khalil Khan Chandia,نواز زندہ باد کا نعرہ لگانے والوں کو پاک فوج زندہ باد کا نعرہ نہیں لگانا چاہیے
ہانیــــــkomalــــہ,"Quote Tweet
خیال ڈیجیٹل مارکیٹنگ
@khayaal_f
 · Oct 25
ابھی ہسپتال سے گھر واپسی ہوئی۔ ہم زلف کی حالت بدستور سیریس ہے۔ کل سی ٹی اسکین وغیرہ کے بعد تعین ہوگا کہ طریقہ علاج کیا ہونا چاہئے۔
آج پہلی بار کسی بھی سی ایم ایچ میں جانے کا اتفاق ہوا۔ دل خوش ہو گیا وہاں کے سٹاف کا نظم و ضبط، پروفیشنلزم اور اعلی اخلاق دیکھ کر۔
حکومتی ہسپتالوں 
Show this thread"
Shan Ahamedشان احمد۔,"Quote Tweet
حرا عروج
@hu11546951
 · Oct 25
Replying to @AbsarAlamHaider
سب سے زیادہ انسانی حقوق کی پامالی پاکستان فوج نے کی ہے،

پاکستانی فوج لڑنے کیلئے تربیت یافتہ ہی نہیں ہے،

پاکستانی فوج نے جتنے بھی آپریشن آج تک کیے ہیں سب ناکام ہوئے،

ایک فوجی کے شہید ہونے پر پوری فوج اپنی ہی عوام سے اس کا بدلہ لیتی ہے۔ عمران نیازی"
غدار تماش بین,جس ملک نے ترقی کی انہوں نے جرنیلوں کو بھی سیاست سے دور رکھا زیادہ دور نا جاو بنگلہ دیش، انڈیا اور ترکی کو دیکھ لو، ویسے یہ بات کرتے ہوئے شرم نا آئی تجھ کو؟ مولوی تو تحریک پاکستان میں بھی قائداعظم کیساتھ تھے، مگر تب تم لوگ انگریز فوج میں عہدوں پر بیٹھے تھے،
Parvez,پاک فوج نے کارگل پر قبضہ کرلیا تھا۔اور بھارت کی شہہ رگ قابو کرلی تھی۔نواز شریف نے اچانک ٹی وی پر آکر دنیا کے سامنے فوج کو برا بھلا کہا۔اور کارگل سے واپسی کا حکم دے دیا۔ کشمیر ھر روز فتح نہی ھوتا۔ جب گھر میں غدار بیٹھے ھوں۔تو کشمیر چھوڑ پاکستان کی خیر مانگو۔
Arrowhead,اس چوروں کے ٹولے کی بیغیرتی کی حد تو یہ ھے کہ جس فوج پر بھونک رہے ہوتے ہیں وہی فوج ان کے جلسوں کیلئے سیکیورٹی فراہم کر رہی ہوتی ھے۔ اگر وہ ہٹ جائیں تو دیکھتے ہیں محب وطن عوام ان کی گندی زبان سے غلیظ الفاظ سن کر ان کو گلیوں میں گھسیٹتی نظر آئے گی۔
Fazi,"پاکستان میں مسئلہ یہ ہے اس ملک میں ہر دوٹکے کا انسان ملک و فوج کے خلاف بکواس کرنے لگ جاتا ہے
اب وقت آگیا ہے ایسا قانون بنایا جائے جس سے کوئی بھی ایسی بکواس کرے تو اس کے خلاف قانونی کارروائی کی جائے
یا عوام کو قانون ہاتھ میں لینا ہوگا ایسے دو ٹکے کے لوگوں کی زبان کھینچ لی جائے"
سارہ خان,اور یہ صرف ملازمت کامعاملہ نہیں ہے سپاہ سالار صاحب ملک کے دفاعی ادارے کی،ملک کی سلامتی اور استحکام کی زمہ داری آپ پہ ہے،آپ کیسے خاموشی سے ان غداروں کو پاکستان کے خلاف بولتے ہوئے سنتے ہیں اور اجازت دیتے ہیں کہ جہاں جی چاہے جاکر جلسوں میں وطن عزیز اور پاک فوج کے خلاف یہ بکواس کریں
Fazi,"جو اس ملک میں دشمنوں کی زبان بولے گا فوج کے خلاف بکواس کرے گا وہ غدار ہے
اچھا بھلا دین کا راستہ چھوڑ کر منافق ڈیزل کے پیچھے لگ گئے ہو شرم آنی چاہیے"
Mian Muhammad Nawaz Sharif,"سوال یہ ہے کہ پاک فوج 72 سال سے کشمیر کا راگ الاپ رہی اوربجٹ کھا رہی اوراب جب مودی کی حکومت وہاں کےمسلمانوں پر ظلم کےپہاڑ توڑرہی
 تو کیا وجہ ہے ک پاک فوج کشمیر کو آزادکروانے کے بجائےپاکستان میںسیاست کھیل رہی ہےاورپلاٹ اورزمینوں پرقبضےکر رہی؟
کیا پاک فوج کو انڈین آرمی سےڈر لگتا؟"
شجاعت حسن,"Inshallah Pak will never b ruled by India. 
اکھنڈ بھارت اور گریٹر اسرائیل بنانے کا تم لوگوں کا خواب کبھی پورا نہیں ہو گا۔
پاکستان پاءندہ باد 
پاک فوج زندہ باد 
بھارتی کتے مردہ باد"
عبدالباسط,Shaheer Sialvi (PAK) and 9 others
Mughals,"بھائی صاحب۔ فوج کو کہیں۔ آج کل جو اپوزیشن کے سیاستدانوں نے سرکس لگایا ہوا ہے ان سب کو جیلوں میں ڈالیں۔ سارے ہی کسی نا کسی مقدمے میں مطلوب ہیں ۔
اور اگر کوئی ایک نہیں ہے تو اس کو انتشار پھیلانے کے الزام میں اندر کریں۔"
ففٹی شیڈز آف مغل,"Quote Tweet
Rizwan Razi™
@realrazidada
 · Oct 25
فرانس کو معقول اور موثر انداز میں بتانے کی ضرورت ہے کہ ہم اس معاملے پر اتنے حساس کیوں ہیں؟
قافلہ حجاز میں اک حسین بھی نہیں؟
#ShameOnYouMacron 
#FascistFranceHurtMuslims"
Butt GEE,جو بھی پاکستان کے خلاف اور ہماری فوج کے خلاف بھونکتے ہے اللہ ان کو غرق کرے آمین ثم آمین
Shaukat Khan,جی جناب فوج کا کم ہے سیاست کرنا اور آپ جیسے روبوت ڈڈو کو وزارت دے کے ٹی وی پہ ٹی ٹی ٹی ٹی  کرتے رہے
Eng'r Afzal Aحmed Abbasi,"فوج اور عسکری اداروں کی تضحیک سے شروع ہونے والی پی ڈی ایم تحریک آج بلوچستان کو آزاد ریاست بنانے کا مکروہ عزم لیئے ہمارے سامنے کھڑی ہے
پاکستانیوں جاگو!!!! جاگو اس اے پہلے کہ دشمن میر جعفروں و میر صادقوں کے ہاتھوں ناقابل تلافی نقصان پہنچا دے
پاکستان کا ساتھ دو غداروں کو جواب دو"
Haider,"خدا تمہیں برباد کرے
نواز شریف سمیت پورے خاندان کو
اور زرداری خاندان کو تباہ کرے
اور فضل الرحمن تمہیں اویس نورانی کو اللہ برباد کرے
الہئ آمین
تم اسلامی جمہوریہ پاکستان کے سب سے بڑے دشمن ھو
ھم پاک فوج اور عدلیہ کے جو ایماندار لوگ ھیں اور عمران خان کے ساتھ ھیں"
⁦محمد عزير رسول,عمران خان کی سیاست اور بیانہ خود تباہی کے دہانے پر پہنچ چکا، ان غداروں کا علاج صرف اور صرف فوج ہے۔
Just a Pakistani,"Quote Tweet
Major Muhammad Arif TI(M) (Retd)
@marifthahim
 · Oct 25
آزادی راے کا یہ مطلب نہیں کہ جس کا دل کرے پاکستان کی سلامتی کے خلاف بات کرے ۔ وقت آ گیا ھے کہ ایسے لوگوں کی زبانیں کاٹ دی جائیں"
عام پاکستانی,ان سے پوچھیں فوج کی سہروردی. بھٹو. جونیجو. بےنظیر سے بنتی تھی؟
hafiz aleem,نواز شریف کی خواہش ھے کہ فوج میں حوالدار سے اوپر کوٸی رینک نہ ھو اسی لیے کہتا ھے ھم سپاہیوں کی قربانی مانتے ھیں مگر پاک فوج کے موجودہ سسٹم کو ٹھیک نھی سمجھتے۔
باؤ جی انٹرٹینمنٹ نیٹورک,ویسے یہ سارے خرامی پاکستان، عمران خان اور فوج کے خلاف اکٹھے بھونکتے ہیں۔ مماثلت ہے ان فضلانڈو شریفوں میں
muhammad shakeel abbasi,"Quote Tweet
muhammad shakeel abbasi
@bizshakeel
 · Oct 26
Replying to @marifthahim
کون سے اسلامی مُلک نے ترقی کی ھے سارے ھی غُلام ھیں سواۓ تُرکی کے تُرکی نے جس کے دور میں ترکی کی دین دار باعمل مُسلمان ھے  پاکستانی جنرلز کی طرح شراب اور زنہ کا مریض نھی ھے   پرویز مُشرف ، ایوب خان ، یحیی خان ، جنرل ندیم رضا (حاضر سروس)  ایسے اور بھی ھیں جس مُلک نے ان کو عزت دی"
فواد فرید,"Quote Tweet
پیر کاملﷺ ۔۔۔۔
@Heerachoudhry
 · Oct 26
Replying to @fowadfareed @JIKG11 and @jam_kamal
برسوں جرنیلوں کی دی ہوئی نعمتوں سے فیضیاب ہونے والوں نے اگر جمہوریت پر ایمان لانے کا فیصلہ کر ہی لیا ہے تو  پہلے وہ قوم کے سامنے اپنے پرانے گناہوں کا اعتراف کرے اور معافی مانگے ورنہ یہ منافقت بازی چھوڑ دے کہ جرنیل جمہوریت چلنے نہیں دیتے یاد رہے تالی ہمیشہ دونوں ہاتھوں سے  بجتی ہے"
Mian Muhammad Nawaz Sharif,"سوال یہ ہے کہ پاک فوج 72 سال سے کشمیر کا راگ الاپ رہی اوربجٹ کھا رہی اوراب جب مودی کی حکومت وہاں کےمسلمانوں پر ظلم کےپہاڑ توڑرہی
 تو کیا وجہ ہے ک پاک فوج کشمیر کو آزادکروانے کے بجائےپاکستان میں سیاست کھیل رہی ہےاورپلاٹ اورزمینوں پرقبضےکر رہی؟
کیا پاک فوج کو انڈین آرمی سےڈر لگتا؟"
Muhammad Azeem Baig,کوئی بے غیرت بدنسلا بدکردار اور کتا ایسا کر کے تو دکھائے پاک فوج پورے زور و شور سے اسکو تباہ برباد کر دے گی اور صفحہِ ہستی سے اسکا ناپاک بدبودار گندہ وجود مٹا دے گی یہ کرائے کے ٹٹو سمجھتے کیا ہیں کسی ننگی دلال کے بچے
M. Saad Zulqarnain,"Quote Tweet
Major Muhammad Arif TI(M) (Retd)
@marifthahim
 · Oct 25
پاکستان کی ترقی کی راہ میں  رکاوٹ کرپشن کے علاوہ مولوی صاحبان کا سیاست میں دخل ھے ۔ آپ دیکھ لیں جس اسلامی ملک نے ترقی کی ھے وھاں انہوں نے مولویوں کو مسجد تک محدود کر رکھا ھے ۔"
Syed Ali,یہ نطفہ حرام ملک میں بغاوت، خونریزی، اور انار کی چاہتے ہیں تاکہ انکے آقا بھارت کا پاکستان کو تباہ کرنے کا دیرینہ خواب پورا ہو سکے۔ حکومت اور فوج انہیں بدامنی پھیلانے کا موقع نہیں دینا چاہتے۔ ان سے نمٹا جائگا لیکن اسی طرح جسطرح الطاف حسین کو نشان عبرت بنایا گیا۔ صبر و تحمل کریں۔
M. Saad Zulqarnain,پاکستان کی ترقی کی راہ میں سب سے بڑی رکاوٹ فوجی صاحبان کا سیاست میں دخل ہے۔ آپ دیکھ لیں دنیا کے جس ملک نے بھی ترقی کی ہے وہاں انھوں نے فوج کو بارڈرز اور بیرکوں تک محدود رکھاہے، آسٹریلین جزیرے اور پاپاجونز کی فرنچائزز بنانے کیلیے نہیں۔
Sardar Zafar Khan Abbasi,"Quote Tweet
Shahid khaqan Abbasi
@SKAbbasi_FaN
 · Oct 25
مریم نواز کو فون کالز پر نامعلوم نمبر سے دھمکیاں مریم نواز کو کہا گیا آج کی تقاریر کے بعد آپ سب کو کریک ڈاؤن کیلئے تیار ہو جانا چاہیے ، مریم نواز"
Agha Durrani,"Quote Tweet
Hina Parvez Butt
@hinaparvezbutt
 · Oct 25
چرسیوں اوربھنگیوں کی حکومت نہیں چاہیے،ہمیں شریفوں کی حکومت چاہیے،فضل الرحمان"
Afridi Tribal,اپ نے اتنی بڑی  داڑھی رکھا  نبی اکرم صلی اللہ علیہ وسلم کا سنت  لکین تم پر  جھوٹ بھولتے ہو  پیسے کیلے ۔  اللہ سے نہیں ڈرتے فوج سے ڈرتے ہیں ۔ ۔کیا تمار رب  تمہیں نہیں دیکھتا ۔  لعنت تم جسے غلام مسلمان پر
وسیم چوہدری,کیوں نہ پاکستانی فوج کو جرمنی شفٹ کردیا جائے تاکہ پاکستان میں تو سکون رہے
"Nayaب⁦
⁩⁦
⁩","Quote Tweet
Major Muhammad Arif TI(M) (Retd)
@marifthahim
 · Oct 25
آزادی راے کا یہ مطلب نہیں کہ جس کا دل کرے پاکستان کی سلامتی کے خلاف بات کرے ۔ وقت آ گیا ھے کہ ایسے لوگوں کی زبانیں کاٹ دی جائیں"
Roy Mukhtar Ahmad,"Quote Tweet
Shah Owais Noorani Official
@iamowaisnoorani
 · Oct 25
میرے بلوچستان کے غاصبوں بارے ایک طنزیہ اور سوالیہ جملے کو سیاق و سباق سے ہٹ کر میرے مطالبے کے طور پر سوشل میڈیا پر پھیلایا جا رہا ہے۔
بلوچستان پاکستان کا لازم جز ہے اور کسی کا باپ بھی اسے پاکستان سے الگ نہیں کر سکتا۔"
"𝕻𝖆𝖙𝖗𝖎𝖔𝖙
محب وطن",وہ بھگوڑا لنڈن میں بیٹھ کے لنڈیلا بننے کی کوشش کر رہا ہے جو دو نمبری سے دم دبا کے بھاگ گیا بے غیرت! مرد ہوتا تو دم دبا کے کُتوں کی طرح نا بھاگتا۔ باہر بیٹھ کر فوج اور قوم کے محافظوں کے خلاف جو زبان یہ اور اس کی بھگوڑی استعمال کر رہے ہیں
Azmat,اور جو فوج والے شہید ہورہے ہیں وہ کسی کے لاڈلے کسی کے بھائی کسی کے والد ھونگے( انڈیا کے کتے)۔
Raju Gentleman,"کوئٹہ کا جلسہ نوازشریف نے پاک فوج کے افسران اور جوانوں کیلئے پیغام جاری کردیا
کوئٹہ (ڈیلی پاکستان آن لائن) سابق وزیراعظم نوازشریف نے کوئٹہ میں ہونے والے پاکستان ڈیموکریٹک موومنٹ کے جلسے سے ویڈیو لنک کے ذریعے خطاب کیا اور اس موقع پر تین
dailypakistan.com.pk"
خاموش سپاہی,"پٹواریوں کی پوری دو نسلیں حرام اور رشوت میں پلی بڑھی ہیں جب تک یہ توبہ نہی کرتے یا تلف  نہی ہوتے 
ایسے چور آذاد دندناتے پھریں گے اور پاک فوج 
اور پاکستان کو کاٹتے رہیں گے"
عام پاکستانی,مان لیا سیاستدان کرپٹ ہیں مگر کیا فوج میں کرپشن نہیں. انہوں نے نظام ایسا بنا لیا کہ خبر باہر نہیں نکلتی وگرنہ حال وہاں بھی برا ہے اور سزا کیا ملتی ہے. پورے واجبات بمعہ پنشن نوکری سے برخاست. کیا بات ہے 
مرشد Murshid,"1:17
562 views
From 
Maulana Fazl-ur-Rehman"
S A Khan,یہ فسادی گروہ ہے جہاں بھی جاتا ہے اپنے کرتوتوں کی وجہ سے رسوا ہوجاتا ہے ۔کبھی ٹماٹر درجنوں میں غریبوں کے جالی مسیحابن کر ۔کبھی غلاموں سے کنڈے توڑ کر الزام فوج پر تو کبھی بلوچستان اور پاکستان توڑنے کی بات ۔یہ ریجیکٹ لوگ تھے ۔ہے ۔اور رہینگے
Balli Butt(pmln),تیرے جیسا کتا پاک فوج کو بدنام کرتا تو ہے آی پ چ
Nimra Jabeen,"Quote Tweet
Major Muhammad Arif TI(M) (Retd)
@marifthahim
 · Oct 25
آزادی راے کا یہ مطلب نہیں کہ جس کا دل کرے پاکستان کی سلامتی کے خلاف بات کرے ۔ وقت آ گیا ھے کہ ایسے لوگوں کی زبانیں کاٹ دی جائیں"
Tahira,پاکستان کی ترقی کی راہ میں سب سے بڑی رکاوٹ اسٹیبلشمنٹ ہے آپ دیکھ لیں جس ملک نے ترقی کی اس نے فوج کو بیرکوں اور سرحدوں تک محدود رکھا
S-rehman,"Quote Tweet
Butt Tariq
PML
N
@ButtTariq15
 · Oct 25
فوج کے ادارے کے پچھے چھپنے کا کوئی فائدہ نہیں ھیں 

 جنرل ریٹائرڈعاصم باجوہ رسیداں کڈو
 مریم نواز شریف"
aftab,"Quote Tweet
Major Adil Raja (R)
@soldierspeaks
 · Oct 25
نواز شریف اور انکے حواریوں پر تھو۔۔۔
#اویس_نورانی_پر_تھو 
ان مودی کے یاروں غداروں کو انکی اوقات یاد دلانے کا وقت آ پہنچا ہے۔"
شیخ جاسم النلانوی,اگر فوج نے ڈان لیکس کی طرح اب بھی ان انڈین کتوں اور کتوں کی بچیوں کو ڈھیل دینی ہے تو پاکستان کا اللہ حافظ
Just a Pakistani,"Quote Tweet
malik muhammad azam
@malikazam100
 · Oct 26
Replying to @AnsarAAbbasi
ملک بھر کے تاجروں کو آگے بڑھ کر فرانس کی مصنوعات کے باٸیکاٹ کا اعلان کرنا چاہیے۔"
Mughals,"یہ جعلی ملاں دو نمبر ہے فوج کو چاہیئے اس کے دماغ کا سافٹ ویئر اپ ڈیٹ کرے۔ جو اس کے دماغ میں بھوسہ بھرا ہوا ہے
یہ پاکستان کی اور بلوچستان کی عوام کو بیوقوف سمجھتا ہے شرم آنی چاہیے PDM چوروں کے ساتھ ملا ہوا ہے مفت میں ان کے ساتھ مل کر مستقبل کے خواب دیکھ رہا ہے"
خاموش سپاہی,"یہ مینگل سردار ہی ہے نا وہ رئسانی بھی سردار ہی تھا 
اچک زئی جس کا سارا خاندان سرکاری عہدوں پر قابض ہے 
لیکن وسائل فوج کھا رہی ہے واہ جی واہ لگے رہو 
نفرت کی آگ میں جلتے رہو اور سردار یونہی لوٹمار 
کرتے رہیں گے ہمارے پنجاب میں تاجر سیاہ ستدان  لوٹمار 
کرتے اور وہاں سردار"
Mohammad Masood Butt,لیکن عمران خان اور فوج کی خاموشی بہت زیادہ نقصان کر جائے گی.. اویس نورانی کو گھر پہنچنے سے پہلے خادم رضوی کی طرح جیل میں قید کرنا ہو گا وگرنہ شر پسندوں کو شہ مل جائے گی
Just a Pakistani,"Quote Tweet
Muhammad Kashif Meo
@KashifMeoPak3
 · Oct 25
اسٹیبلشمنٹ نے یہ طے کر لیا ہے کہ شریف خاندان اب اقتدار میں نہیں آ سکتا... خلیفہ ہارون الرشید

نوازشریف سمیت ہم سب اداروں کو آئینی پاسداری کا کہتے ہیں تو ہمیں غدار کہا جاتا ہے لیکن لیکن کیا کبھی ایسے 'پالشی محب وطنوں' کا بھی محاسبہ ہو گا جو کھلے عام فوج کو سیاست میں ملوث کرتے ہیں؟"
Ad,پاکستان کی فوج کے ساتھ
