user_name,tweets
Mohammad Rafiq,خود  کینیڈا ،امریکا اوربرطانیہ جیسے ملکوں میں جمہوریت  کے مزے لیتے هو اور پاکستان میں فوج کے لائے ہویے کٹھ پتلی کو سپورٹ کرتے هو۔۔ یہ منافقت ہے
ناصر النصر,"سعودی عرب میں اسلامی فوج صرف شاہی خاندان کی حفاظت کرتی، 
البتہ شاہی حکومت کی یہ خواہش کہ مملکت آل سعود کی توسیع ہو عراق قطر شام ایران لبنان سب انکی تابع ریاستیں ہوں انکے خارجی تکفیری عقیدہ پر سب عوام شاہی خاندان کی غلامی تسلیم کر لیں،
5 سالہ جنگ میں یمنی مجاہدین نے بھرکس نکال دیا"
Naya Pakistan,مارشل لاء لگ ہی جائے  . . . فوج ہی اس ملک کو ٹھیک کر سکتی ہے
"Anser
پاک فوج زندہ باد",اچھا تمھیں سرداری مل گئی اوہ
Afzal ulrehman,"2:18
2 views"
جلی کٹی - Hard Talk,"خاکی کھوتے ! 
کسی ایک ملک کا بتا جسکی فوج اپنے ملک کے علاقے فتح کرکے لیکن بیرونی دشمنوں کے سامنے ہتھیار ڈالے ۔۔۔
دودھ دہی گوشت سیمنٹ سریا پیزا سب کچھ بیچے ۔۔۔
اور پھر ملک بیچنا شروع کردے لیکن قصور وار پھر بھی مولوی کو ٹھہرائے ۔۔"
𝕊𝕙𝕒𝕙𝕚𝕕 ℂ𝕙𝕒𝕦𝕕𝕙𝕒𝕣𝕪,اسی لیئے تو پاک فوج کا آپشن استعمال کیا
دِر ایز نو پِین,فوج فوج ماچ 
FARMAN KHAN,"یہ انسان کا بچہ ہوتا تو سمجھ جاتا بہت بار اسے پیار سے سمجھایا
اس کی بکواس خان پر فوج پر آج ساری پی ٹی آئی ٹیمز پر پھر جذبہ پاکستان کا نام لے کر بے جا تنقید

ایسے لوگوں شرافت والی زبان سمجھ نہیں آتی"
"Anser
پاک فوج زندہ باد","Quote Tweet
Nadeem Malik
@nadeemmalik
 · 18h
قومی اسمبلی کا اجلاس خواجہ آصف اور شاہ محمود قریشی آمنے سامنے !!!

@KhawajaMAsif 
@SMQureshiPTI 

مکمل پروگرام دیکھنے کے لئے لنک دیکھیں
https://youtube.com/watch?v=RBCx-sbufi4…

#NadeemMalikLive #Pakistan #SamaaTv"
المرشدي,عزيزي مصطفى هؤلاء أدوات ومحركهم استولى على رأس السلطه والان انتهى كل شيء بعد أن حصلوا على كل مايريدونه انتهى دور مكافحة الدوام وحل محله فوج مكافحة المظاهرات
SÄDÄF...,"ملک توڑنے کی دستاویزات پر جنرل کے دستخط ھیں۔۔۔
اور سقوط کشمیر کا ذمہ دار بھی بزدل جنرل ھے
پاک فوج کے لئے گالی بھی بزدل غدار جنرلز ھیں
پاک فوج کے راز دشمن کو دینے والے بھی فوج کی آستینوں کے سانپ ھیں
یہ کتاب نواز شریف نے نہیں لکھی۔۔"
Shawana,"ہاہاہا کمال ہے 
ہماری فوج تو ہمیں بہت پیاری ہے 
پاک فوج کو سلام 
پاک فوج زندہ آباد 
پاکستان پائندہ آباد "
Siyal Kakar,"@OryaMaqboolJan
 ان سب کے باوجود ملک کو ناقابل تلافی نقصان پہنچانے میں فوج اور اسٹیبلشمنٹ کی درندگی، بدمعاشی، اور آئین سے ماوراہ اقدامات سرفہرست رہینگے۔"
"عدنان حسین کھوکھر
(ISPR)","انکی تو آپ بات نا کریں ۔ان پر الزام ہے کہ فوج نے انکو اقتدار دیا ھے۔
جبکہ بات میں آپ کے جمہوری لیڈروں کی بات کر رها ہوں"
"Anser
پاک فوج زندہ باد","Quote Tweet
Baba Yaga
@The_Morbius_
 · Oct 26
اس افریقی بد نسلی گینڈے کے لئے کوئی لفظ؟؟
میری طرف سے تو باقاعدہ لعنت ہے"
Shafaq,"Quote Tweet
6 چھکا 36
@Zafri_11
 · Oct 26
اگر پاک فوج غداروں کیخلاف کاروائی کرے تو کون کون اپنی پاک فوج کے ساتھ کھڑا ہو گا؟؟؟
#WeDemandArmyInAction"
Muhammad Inayat,"نواز شریف کا فوج کے خلاف بیانیہ سے دو نقصانات 
ن 1. جوان آفیسرز کے خلاف بغاوت کر دیں 
ن2. میدان جنگ میں جوان آفیسرز کے حکم پر عملدرآمد پر کنفیوژن کا شکار ہو جائے جس کے حکم پر وہ جان کا نذرانہ پیش کرتا ہے۔"
"Anser
پاک فوج زندہ باد","تو ھمیشا نونی کتے بےغیرت غدار ہی بلانا اپنے پروگرام میں اور ریٹنگ بڑھانا ان کا بھونکنا سن سن کے 
تو اور تیرے کتورے سب سن لو عمران خان نا صرف یہ 5 سال پورے کرے گا بلکے آئندہ بھی جیتے گا انشاءاللہ"
Ahmad,اور یہ کہتے ہیں کہ فوج سیاست میں مداخلت نہیں کرتی۔
Ather دلبر,"پاکستانی فوج کو ""عوام ""  کہنے پر آپکے خلاف توھین_فوج کا مقدمہ چل سکتا ھے !"
Asim Sajjad Sial,"پاک فوج زندہ باد
پاکستان پائندہ باد"
abidkhan,"Quote Tweet
Hassan khan
@pak__Army_
 · 18h
برگیڈئیر ریٹائیرڈ فاروق حمید کے مطابق نواز شریف نے کارگل کی جیتی ہوئی جنگ کیسے شکست میں بدلی؟ جانیے
#NawazSharif #MaryamNawaz
https://siasat.pk/forums/threads/international-establishment-is-backing-nawaz-sharif-brigadier-r-farooq.769707/?fbclid=IwAR2AasXRGs_Q62YlW0Hmq9LZeiGhRPH_mRH2s0A1gTLd2u__6ABvtqas41c…"
zaini,ہم کشمیریوں کی فوج*!!  پتہ بھی ہے کتنے شہید آزاد کشمیر سے ہیں!!
𝐒𝐎𝐇𝐀𝐈𝐋 𝐊𝐀𝐒𝐇𝐌𝐈𝐑𝐈,ہم بارڈر پر ہی ہیں اور ہمیں آپ کی فوج کا بھی پتہ کہ کیسی ہے۔
Amجad,"پاک فوج زندہ باد
پاکستان پایندہ باد"
جمیل حسن,"Quote Tweet
Maleeha Hashmey
@MaleehaHashmey
 · 20h
سنتا جا شرماتا جا۔ نوازشریف کی ملک دشمنی کی گواہی وہ جو دشمن بھی دے۔
In today's vlog, I have EXPOSED Nawaz Sharif's NEXUS with India & how Nawaz & Hamid Mir promoted ""Mama Qadeer"" who ATTACKED #PakistanArmy - with proofs
Full Video on YouTube:
https://youtu.be/bPpPLg0bZj8"
Verona Wazir,"Quote Tweet
Maryam Nawaz Sharif
@MaryamNSharif
 · Oct 25
People around and close to me getting threatening calls from ‘unknown numbers’ saying, after today’s speeches, you should all get ready for a ‘massive crackdown’. People of Pakistan, pls make note. Putting it here for record sake."
ShErAz,"2:19
392 views"
Cheema Sahab,آج تک کھا ھمارا رھے ھو، فوج ھماری تمہارے بارڈر پر ھے اور بھونک بھی ھم پر رھے ھو، اسے کہتے ھیں تلوے چاٹنا
suhail pashteen,"تر چو چی تا سو د ہیرا منڈی پہ چندہ او د GHQ پہ اسلحہ بیگنا افغانان شہیدانا وی دا ستاسو پہ خلاف بہ دافعان اسلامی فوج
 جہاد جاری وی"
Ashfak,"سر وہ تو ڈھول پیٹ رہی ہے
مسلۂ ہے ، ہم کیا کر رہے ہیں
سٹیٹ کیا کر رہی ہے
حکومت کیا کر رہی ہے
فوج کیا کر رہی ہے
؟؟؟؟؟؟؟؟"
Abbas Malik,دنیا میں صرف ان ممالک میں ترقی اور بہتری نظر آتی ھے جہاں فوج سرحدوں پر ہو اور لوگوں کے نمائندے حکومت کریں۔۔۔۔
Verona Wazir,"BLA/PTMحقیقتاََ پاکستان دشمن جماعتیں جو چند ٹکوں کیلئے ملک کا امن تباہ کرنےکو تیار ہیں ہم پشتونوں کے دشمن کوئی پنجابی یا فوج نہیں بلکہ حقیقت میں اپنے ہی پشتونPTMکےمشران ہیں جوRAW/NDSکےساتھ مل کر وزیرستان میں دہشتگردی کر رہےہیں پشتونوں میں انتشار پھیلاناPTMکام ہے.
#PTMExposed"
ہم غدار ہیں Ali Sheikh,جا کم کر بیغیرت عورت فوج کا سیاست میں کیا کام ہے کینیڈا میں فوج حکمران ہے
numan shehzad,"ماسٹر انگلش لٹریچر میں کرنے کے بعد پی ایچ ڈی پولٹکس میں ہو ہی نہیں سکتی

یہ بالکل ایسے ہی ہے جیسے 1971 میں بنی اتفاق فونڈری نے 1965 میں پاک فوج کو ہتھیار بنا کردیئے اور 2006 میں جدہ سٹیل مل بیچ کر اس پیسے سے 1996 میں لندن فلیٹ خریدنا "
idrees,پاک فوج کے جان بھی قربان ہے یہ والی بات سمجھ آتی ہے لیکن عدلیہ کی بات سمجھ میں نہیں آتی ہے عدلیہ نے ناانصافی ظلم اور ظالم کا ساتھ دینے کے علاو کچھ نہیں کیا۔ملک کے دشمن ملک توڑنے کی بات کر رہے ہیں عدلیہ نے کسی ایک حرام خور اور قاتل اور ظالم کو پکڑا۔
Faisal Bhatti فیصل بھٹی,تمہارا مائی باپ میاں بھگوڑا باہر بیٹھ کر کیا بکواس کر رہا ہے ہماری پاک فوج کے بارے میں تم لوگوں نے غریب عوام کو نوچ نوچ کھایا ہے لوٹ کر کھا گئے اقامے والوں ملک کو اس حال میں پہنچا دیا ہے ۔ بوٹ چاٹ چاٹ کر کام نہیں بنا تو اب اپنے ملک کے خلاف کی بکواس شروع کردی
Wazir Gul,"عمران خان ک سابقہ بیانات یوٹیوب پر  ملینگے وہ بھی ایک بار دیکھ لیجیے ۔۔۔  فوج اور ایجنسیوں کے بلوچستان  بارے میں 
اگر آپکا ضمیر زندہ ہو تب"
kurosagi,سب سے پہلے آپ یہ بتائے وہ دنیا کا کونسا ملک ہے جس کے برابر میں انڈیا جیسا دشمن بیٹھا ہے اتنی طویل سرحد کے ساتھ اور ایک اور ملک یعنی افغانستان کو جس کے ساتھ اس سے بھی طویل سرحد ہے اسے استعمال کر رہا ہے پاکستان کے خلاف،اور دنیا کی ہر فوج اپنے اخراجات پورے کرنے کے ۱/۲
راجہ اطہر,جا کم کر بیغیرت عورت فوج کا سیاست میں کیا کام ہے کینیڈا میں فوج حکمران ہے
TRUE PAKISTANI,"سبحان اللہ جمہوری عقل کے
یعنی عزیر بلوچ pppکا اجرتی قاتل تھا یعنی جمہوریت نے کرائے کا قاتل پال رکھا تھا اور سندھ حکومت نے پولیس کو جمہوریت کے گود لیے ہوئے قاتل کی سرپرستی میں دے رکھا تھا لیکن فوج کی زمہ داری تھی کہ جمہوریت کو پٹہ ڈالتی؟
واقعی جمہوریت سب سے بڑی غندہ گردی کا نام یے"
PM IK,اوہے کنجر تیرا باپ زندہ ہوتا تو ننگی نہ پھرتی اپنی اوقات میں رہو۔۔ پاکستان اور اس کی فوج کا نام اپنے غلیظ منہ سے نہ لو
Rana Imran Saleem,فوج 
zaheer Baloch,"Quote Tweet
Fareeda Baluch
@Farida_Baluch
 · 21h
پاکستانی وفاقی وزیر برائے انسانی حقوق شیریں مزاری کے ہاتھوں انسانی حقوق کی پامالی ۔
شیریں مزاری نے لاپتہ افراد  کی گرفتاری اور پاکستانی خفیہ ایجنسیوں کی تحویل میں موجودگی متعلق از خود قبول کرکے بغیر کسی عدالتی ٹرائل کےلاپتہ افرادکو دہشت گرد قرار دینا انسانی حقوق بارے پاکستانی
Show this thread"
ضیاء احمد اعوان,"ہماری فوج اللہ کا دیا ہوا ہمارا غرور ہے کسی ملک دشمن کو میں اجازت نہیں دیتا کہ وہ پاکستان، پاکستان فوج کے خلاف بولے حکمرانوں کے غلط فیصلوں پر تنقید ہمارا حق ہے اور ہم اپنا حق استعمال کرتے رہیں گے
دین اگر اپنی جان، ملک یا قوم سے زیادہ عزیز نہیں تو پھر دین وہ نہیں
#سرمایہ_زیست"
Rights DEFENDER ™,"Quote Tweet
Haroun Rashid
@HarounRashid2
 · 19h
Pres Erdogan needs to examine his self-arrogated role as champion of European Muslims and a bulwark against islamophobia. His words & deeds are achieving the opposite; weakening moderates, strengthening the far right and making life difficult for the majority of Europe’s Muslims"
Asif Imran,ٹنشین مت لیں کچھ نہیں ہوتا۔ اچھا ہے فوج کا دھیان بھی میدان جنگ کی طرف ہو۔
mishi,"صرف حکومت نہیں ، فوج اور تمام دفاعی و قانونی ادارے کسی غریب کو اٹھانے اور ٹھکانے لگانے میں دیر نہیں کرتے۔ مگر ۔۔۔ طاقتور لوگوں مریم صفدر جیسی لالچی کرپٹ غدار خاندان کو کوئی ہاتھ نہیں لگا سکتا جو ملک میں انتشاری غداری مکاری کو ہوا دے رہی ہے 
@iVeenaKhan
 @MaleehaHashmey
 @SHABAZGIL"
Syed Wajeeh Geelani,دنیا کی نمبر ون فوج صرف تیرے پچھواڑے پر ٹیٹو بنانے کے لئے رکھی ہوئی ہے۔۔؟؟؟
"I am Muslim
FB","20 مارچ 2017
@MuhammadQasim_3
 نے دیکھا کہ جدید اسلحے سے آراستہ، تربیت یافتہ دشمن افغانستان کی سرحد سے 
پاک فوج اچھا دفاع طرح کرتی ہے۔ پھر دشمن پاک فوج کے خلاف منصوبہ بنا تے ہیں، اور فوج کو کمزور کرتے ہیں
#ImranKhanMustMeetQasim"
Tayyaba Zia Cheema,کون سی فوج ؟فوج میں نواز شریف کے بارے میں کیا جذبات پائے جاتےہیں ذرا ریفرنڈم کرا کے دیکھ لیں ،لگ پتہ جائے گا۔
Tayyaba Zia Cheema,"Quote Tweet
Geo News Urdu
@geonews_urdu
 · 19h
نواز شریف نےبار بار فوج کو سلام پیش کیاہے،رانا ثنا اللہ"
Rights DEFENDER ™,"Quote Tweet
Gul Bukhari
@GulBukhari
 · 18h
Dear Hypocrite,
1. Since you are positioning yourself as the leader of the Muslim world, I wonder why not spare a thought 1 million Uyghurs next door? 

2. You are again demeaning the office of the PM by writing to Zuckerberg. PMs write to PMs not Zuckerbergs. 
1/2 twitter.com/imrankhanpti/s…
Show this thread"
Faisal Amin,پاک فوج کے خلاف
Sherdill Malik,فوج کو کوئی برا نہی کہتا صرف ایک فوجی کو کہتے ہیں کیونکہ یہ زنانہ نام ہے: بے نظیر شاہی
muhammad irfan ahmed,فوج نہیں ہونی چاہیے.
Mobeen Ahmad,بلوچ اور پختون حقوق کی بات کرنا صرف ایک ہی قوم کو گالی محسوس ہوتی اور وہ ہے قوم فوج۔
Voice Of Civilian,بات تو پھر تشدد کی طرف جائے گی۔۔ عوام اور فورس میں فرق کرنا آسان یے اگر کوئی فورس کوئی قدم اٹھاتی ہے تو اسکو کچلنا آسان ہوتا ہے لیکن عوام کو کچلنا مشکل اس لیے اگر ترکی والا سین یہاں ہو بھی تو وہ عوام کرے تب فائدہ ہوگا اگر فورس کرے گی تو فورس کو پھر فوج کچل دے گی۔۔
Tahir Mirza,"ھمارا پورا نظام بدلے گا تو مغربی بچہ بھی امیر اور خوشحال ہوجاۓ گا۔ فیصل ظفر خان لودھی صاحب  
@FAISALZKHAN1
  نے بال فوج کے کورٹ میں پھینک دی ھے ۔"
Abdul Aziz,"آرمینی فوج کی جنگ بندی کی خلاف ورزی، آذری آبادیوں پر فائرنگ جاری
آرمینی فوج  نے جنگ بندی کی  پھر خلاف ورزی کرتےہوئے آذری فوجیوں اور ترتر نامی علاقے کی رہائشی آبادیوں پر فائرنگ کی ہے۔  آذری امور دفاع کے مطابق، آرمینی فوج نے آج صبح آٹھ بجے کے قریب انسانی  بنیادوں پر...
urdusat.com"
Bashar,"تاریخ کی درست سمت؟
کیا آپکےسیاسی اجداد فوج کی جولیوں میں نہیں پلے بڑھے
اُسی باجوے کو ووٹ اور جوانوں کو  اُسی باجوے کی حکم عدولی کی صلاح
 یہ کون سی درست سمت ہے؟؟
کیا ضیا الحق والی سمت بھی درست تھی؟
ابا جان تحریک پاکستان میں قائد کے ساتھ تھے تو کیا فوج کو گالیوں کا لا ئسنس مل گیا؟"
Rights DEFENDER ™,"Quote Tweet
Sabir Nazar
@sabirnazar1
 · Oct 26
جو اپنے ملک میں عاطف میاں کا ایک لیکچر نہیں کرواسکتے۔۔وہ فرانس کو انسانی حقوق کا لیکچر دیتے ہیں۔"
پین کلر,اس بار فوج کتوں کے بھونکنے کا برا نہیں مانا رہی کیونکہ وہ جانتی یہ سب اسی کے پالے کتے ہیں جو اب پاگل ہو گئے ہیں
AWAIS TARIQ,ہاں جی سردار اپنی فوج کا اگلے جہاں بھیجنے کی مل تیاری کیے ہوئے ہیں۔ اور مخالفین کے بھیجے نقشوں پہ داد و تحسین و واہ واہ کے ڈونگرے بھی برسا برسا رہے ہیں ۔ 
Muhammad Rafique,وہ پارلیمان جو تاریخ کی بدترین دھاندلی کے نتیجے میں وجود میں آئ ہو اس کا کردار بھی ویسا ہی سیاہ ہوگا جیسا ان کو یہاں پہنچانے والوں کا ہے ۔نئے الیکشن جو فوج کی مداخلت کے بغیر ہوں اور اقتدار حقیقی منتخب نمائندوں کو منتقل ہوں۔الیکشن چرانے والے قوم سے معافی مانگ کر گھر جائیں۔
Rafi,یہ بھارتی فوج کے بارے میں تھی
Javed Hashmi,GIF
The punisher,"Quote Tweet
d
aPa
@Ali_dpapa
 · Oct 26
Replying to @Muhamma38469044 @immorternal1 and @marifthahim
جو انڈین میڈیا چاہتا ہے وہی #غدار_اپوزیشن کر رہی ہے... کرپشن میں پکڑے جانے پر بے روزگار سیاستدان اور تم جیسے ٹٹ پونچھے پاکستان سے غداری کر رہے ہیں پاکستان کی افواج کی کمان آرمی چیف کے پاس ہے... غدار دشمن اپنی زندگی کی آخری رسومات ادا کر رہے ہیں.. جلد ہی سلاخوں کے پیچھے پڑے ہونگے"
Ahmed Awan,"پاکستان میں آئین کی بالادستی؟ | عثمان اعوان | سماچار نیوز
تحریر : عثمان اعوان میں پاکستان کا شہری پاکستان میں آئین کی بالادستی چاہتا ہوں اور میرے جیسے کروڑوں نوجوان بھی یہ ہی چاہتے ہیں لیکن 18 اکتوبر کو جو واقعہ پیش آیا وہ بہت ہی افسوس ناک ہے جیسے کہ کراچی...
samachar.pk"
Badalo,"نوازشریف نے پاک فوج کو واضح پیغام دیدیا
لندن، لاہور(بدلو ڈاٹ کام ڈاٹ پی کے) سابق وزیراعظم نواز شریف نے پاک فوج کے جوانوں اور افسران کو واضح پیغام دیدیا اور کہا کہ فوج ہماری اپنی ہے، فوج کے خلاف نہیں، ان چند لوگوں یا مفاد پرست عناصر کے خلاف
badalo.com.pk"
Faisal Amin,یہ گدھا کہیں اور سے اپریٹ ہو رہا ہے اگر سچ میں وائس اف سویلین ہوتا تو یہ باتیں نا کرتا نواز شریف کے بیانیے کے ساتھ اس کا بھائی نہین کھڑا ہوا عوام نے کیا کھڑا ہونا ہے ن لیگی جہاں بھی دیکھوں پاک فوج زندہ باد پاکستان پائیندہ باد کا نعرہ لگاو
engineER,اور اس نام نہاد فوج کا سیاست سے کوئی تعلق نہیں ہے
Atta ul mustafa,جب اپوزیشن بھارت کے نمبر 1 ایجنڈے یعنی پاکستان کی فوج کو کمزور کرنے کی کوشش کرے پاکستان کو ایک قوم بنانے والی قومی زبان اردو پر حملہ کرکے قوم کو تقسیم کرے آزاد بلوچستان بنانے کی بات کرے تو یے غداری نہی تو کیاہے غدار اور کسے کہتے؟
ف,"Quote Tweet
Geo News Urdu
@geonews_urdu
 · 19h
جلسوں میں کسی نے فوج کیخلاف بات نہیں کی،راناثنا اللہ"
AghaSiraj,اور آپ ملک دشموں اور پاک فوج کے دشمنوں پر قربان۔ یہ ہے منافقوں کی نشانی
مشعل خان,"Quote Tweet
Gul Bukhari
@GulBukhari
 · 22h
باجوہ صاحب! آپ اور آپ کے ساتھ غفور، فیض، اور نکے باجوہ کے ٹولے نے پاکستان آرمی کی عزت مٹی میں نہیں گٹر میں ملا دی ہے ۔ انہی وجوہات کی بنا پر میں نے غفور کو کہا تھا کہ میرا باپ زندہ ہوتا تو آپ کو کان سے پکڑ کر فوج سے باہر نکال دیتا ۔ 
اب فوج کا نام مزید مت خراب کریں اور گھر جائیں
Show this thread"
ارشد ملک 𝔸𝕣𝕤𝕙𝕚𝕕 𝕄𝕒𝕝𝕚𝕜,"پاکستانی قوم کو آج تک اس بات کی سمجھ نہیں آئی
کہ جب یہ کتے پاک فوج کے خلاف بھونکتے ہیں تو ان کتوں کو سزا کیوں نہیں ملتی"
پاک فوج زندہ آباد,۲۰۱۳ پرئیم منسٹر ینگ یوتھ لون اسکیم کا کون سربراہ تھا ہر درخواست کے ساتھ کتنے پیسے لیے اور کسکے اکاونٹ میں گئے کوئی جواب ھے
جاگ پنجابی جاگ,بڑی زیادتی کرتے ہیں لوگ جب عمران خان کو کسی بھی چیز کا ذمہ دار کہتے ہیں. باجوے اور فوج کو اب کھل لعن تعن کرنے کی ضرورت ہے. عمران خان تو بس اپنی بے حیائی اور بے شرمی پر اختیار رکھتا ہے اور اس پر پوری ایمانداری سے عمل بھی کرتا ہے.
Akram Jones,پاک فوج کے جوان اگر ان جگہوں پر تعینات ہیں تو کوئی بری بات نہیں،یہ اشخاص بھی پاکستانی ہیں کوئی بیرونی ممالک سے نہیں۔
Azhar Jhedu,جی بلکل رانا ثنا اللہ المرو ف غنڈہ صا حب ن لیگ کو ہی ملک سے محبت ھے یہ محبت ہی ھے جس وجہ سے آج کل ن لیگ پاک فوج اور دیگر ریاستی ادا ر و ں کے خلاف صف آرا ھے دشمن کی خوا ئش کے عین مطا بق 
Stronger Pakistan,کیوں فوج تیرے باپ کی تھی چل شابا اپنا کم کر کسی اونتریس دی اولاد
یونس,"Quote Tweet
Geo News Urdu
@geonews_urdu
 · 19h
معروف گلوکار شوکت علی آرمی چیف کی ہدایت پر سی ایم ایچ لاہور منتقل

تفصیلات جانئے : https://urdu.geo.tv/latest/233418

#GeoNews"
Azhar,ٹیپ کا مصرعہ تو یہ ہے کہ فوج کا سیاست سے کوئی تعلق نہیں۔
Kahlon Badshah,کراچی میں بوری بند لاشیں، بھتہ خوری، قتل، دہشت، اغواہ، بےحیائی، بدمعاشی، بےغیرتی کرنے والو یہاں پر آکے بکواس مت کرو۔ فوج نے تمہاری گ پھاڑی ہے اس لیے تمہیں تکلیف۔ اگر غیرت ہے تو اپنے کتے لیڈر الطاف کو واپس بلاوَ ورنہ بھونکنا بند کرو۔ بے شرم کتو
Ali masoom,"ادارے بھی ہیں تو پاکستان ہے اور یہ بات 100% سچ ہے اس پے تحقیق بھی آپ کر سکتے ہیں 

آصف غفور کی پریس کانفرنس دیکھے جو 26 فروری کو کی تھی اس میں ان کے جذبات دیکھے تو معلوم ہو گا کے فوج کے بس میں ہو تو ان غداروں کو بيچ چوراہے پر الٹا لٹکا دے
فوج ،حکومت اور عدلیہ کا اپنا اپنا کام ہے"
Aamir Sohail Khan,آپ لوگوں کی یہی بات سب سے خطرناک ہے کہ فوج کیخلاف ہو کون فوج کیخلاف ہے کون بات کررہا ہے میرا کسی پارٹی سے ری لیشن نہیں میں پی ٹی آئی کا منتخب نمائندہ رہا ہوں
AMIR MUKHTAR MUHAMMAD,جس دن پولیس صاف ستھری اور غیر جانبدار ہو گئی اس دن پولیس بھی ہمیں فوج جتنی پیاری ہو جائے گی!!!
Syed Izhar Shah,بڑی تکلیف ہے بھائی کو فوج سے؟
Malik muhammad Umar khan,قریشی صاحب محبت دکھائی نہیں جاتی کی جاتی ہے ہمیں اپنے وطن میں بلڈی سولیئن کے طور پر جانا جاتا ہے لیکن اسی فوج پولیس بیوروکریسی تاجر اور باقی خلق اللہ سے ہم اللہ کی خاطر محبت کرتے ہیں ہم محنت کش کی ویزہ کے طلبگار نہیں حج ویزہ بھی ختم ہو گیا اللہ پاک کی رضا ہی سب کچھ ہے خوش رہیں
Pathfinder,"اور ہمیں بحیثیت پاکستانی فوج کی کرپشن پسند نہیں۔
اور ایسے کرپٹ افسروں کو جو پاک فوج کو بد نام کرتے ہیں شرم کرنی چاہئے اور ان کو سپورٹ کرنے والوں کو شرم کرنی چاہئے۔
پاکستان زندہ باد۔"
Rashid Ali Syed,"Quote Tweet
Gul Bukhari
@GulBukhari
 · 22h
باجوہ صاحب! آپ اور آپ کے ساتھ غفور، فیض، اور نکے باجوہ کے ٹولے نے پاکستان آرمی کی عزت مٹی میں نہیں گٹر میں ملا دی ہے ۔ انہی وجوہات کی بنا پر میں نے غفور کو کہا تھا کہ میرا باپ زندہ ہوتا تو آپ کو کان سے پکڑ کر فوج سے باہر نکال دیتا ۔ 
اب فوج کا نام مزید مت خراب کریں اور گھر جائیں
Show this thread"
M Nawaz M,انڈیا کے اشارے پر چلنے والے غدار ،حرام خور تم جس پلیٹ میں کھاتے ہو اسی پر چھید کرتے ہو۔تمہیں شرم نہیں آتی کہ انڈیا کے کہنے پر اپنی ہی عظیم فوج کے خلاف گلیاں بکتے ہوئے۔اس ملک کا کھا کر اسی کو توڑنے کی کوشش کرتے ہو۔تم لوگ اس ملک کیلئے وہ ناسور بن گئے ہو ۔
Aamir Sohail Khan,میرا شمار اس جنریشن میں ہوتا ہے جسکی آدھی زندگی پی ٹی آئی میں گزری عمران 20 سال فوج کیخلاف بھونکتا رہا آپکی عمر شاید بہت کم ہے
shahid m.azam,کرمنل کیس قتل ہو غبن کبھی ٹائم بار نہی ہوتا۔ایسے ہی قتل کا کیس زائدالمیعاد نہی ہوتا۔ دونوں پارٹیوں نےایک دوسرےکےخلاف کئے۔کونسی تاریخ سیدھا کرنا چاہتے ہیں بھٹو کی پھانسی کے بعد ہر الیکشن متنازع biggest beneficiary  شریف ہیں۔ کیا لوٹی دولت بھول جائیں۔پہلے فوج بھی ساتھ اور عدلیہ بھی
𝗠𝗢𝗛𝗔𝗠𝗘𝗗 𝗦𝗔𝗟𝗔𝗛.𖤐༗.,"ياريت يسطاا والله 
تبقى عملت فيه جميل منسهوش ليك طول العمر 
جميلك ده فوج فوج راسى ي سيد الناس"
Aamir Sohail Khan,"ماشاءاللہ 
 مولانا فضل الرحمان کا تو میں گارنٹی لیتا ہوں کہ وہ سچے مومن اور محب وطن پاکستانی ہے باقی میں کسی لبرل سیکولر کی زمہ داری نہیں لیتا لیکن امرانڈی سے کروڑوں درجے دوسرے پارٹی والے بہتر ہیں میاں صاحب ٹھیک ٹھاک بندہ ہے، عمران نے کتنی مرتبہ فوج کیخلاف بولا اسکا علم ہے اپکو"
ₖₕₐwₐᵣ ₜᵤfₐₙᵢ,بھارتی دلے پی ڈی ایم کے پلیٹ فارم سے پاکستان کی سالمیت پر حملہ آور ہو چکے ہیں.نورے بھارتی بھڑوے پاکستانی فوج کو اپنے سینئرز کے خلاف اکسانے کی کوشش کر کے بھارت کو فائدہ پہنچایا.مریم گشتوڑ نے بلوچ دہشت گرد کی تصویر اپنی ڈی پی پر لگا کر بھارتی فنڈڈ دہشت گردوں کے ساتھ اظہار یکجہتی کی
Patricia I. Issa,فوج الصواريخ البعلبكية 
Sheikh Ikram,"Quote Tweet
DG ISPR
@OfficialDGISPR
 · Oct 26
Gallantry of Naik Saif Ali Janjua Shaheed, NH, will forever remind us of our commitment to #Kashmir. His immortal action is glowing precedent for those struggling to restore the sanctity of land that he laid his life for. Nation venerates his sacrifice."
SÄDÄF...,"ملک توڑنے کی دستاویزات پر جنرل کے دستخط ھیں
سقوط کشمیر کا ذمہ دار بھی بزدل جنرل ھے
پاک فوج کے لئے گالی بھی بزدل غدار جنرلز ھیں
پاک فوج کے راز دشمن کو دینے والے بھی فوج کی آستینوں کے سانپ ھیں
جو باھر مل کےکتابیں لکھیی اور شرابیں پئیں
واجب القتل کشمیر دینے والے
 ڈھاکہ دینے والے"
Aafaq Mahmood,الحمد اللّٰلہ ہم پاک فوج کو بُرا نہیں کہتے بھائی ہماری جان حاضر اُن کے لیے اور یہ کشمیر میں جو ہیں وہ بھی ہماری مائیں بہنیں ہیں اور اُن کی عزت کی حفاظت بھی شاید انھیں گمنام کی زمہ داری ہے پر وہاں تو صرف ہم گُم ہیں اور کچھ نہیں
